serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
136	4e7b8c8bec309e5d76000023	petition	"Restore humane horse slaughter to improve horse welfare, stop needless & wasteful suffering & create jobs."	"The GAO report ""HORSE WELFARE: Action Needed to Address Unintended Consequences from Cessation of Domestic Slaughter"" documents the decline in horse welfare, & the economic demise of the horse industry due to inappropriate federal intervention that closed the humane & regulated horse slaughter plants in the U.S. As pointed out by the GAO, & as testified to by practically every horse industry & Ag organization in the Nation, appropriation riders & bills that seek to eliminate any possibility of humanely processing horses offer zero solutions & only exacerbate the suffering of horses, increase the number of needless & wasteful deaths, cause more abandonment, neglect, pain, & misery--they deprive families of livelihoods & the ability to raise their kids with the joy of horses in their lives."	5000	5531	0	https://petitions.whitehouse.gov/petition/restore-humane-horse-slaughter-improve-horse-welfare-stop-needless-wasteful-suffering	30	Reviewed	1316720990	507	246	99	95	107	155	72	62	115	102	206	127	96	102	157	82	73	195	214	102	301	206	105	96	131	192	527	631	146	68	36	16	16	15	18	5	7	5	9	9	11	1	8	2	1	6	6	8	9	3	0	2	1	1	3	3	2	4	1	3	4	5528
141	4e7b8c8fec309e933200000c	petition	Please Hold Ethiopia Accountable for Using America's Aid Money as a Weapon of War and Stop the Genocide in the Ogaden.	"We understand that the United States has a valuable strategic relationship with the government of Ethiopia. However, we believe it is of fundamental importance to ensure that in our relationships with all government on the African continent and around the world, the United States demonstrate a steadfast commitment to human rights, good governance, and justice. We urge you to intensify pressure on the Ethiopian government to respect fundamental human rights norms even as it purses critical security objectives. We expect that you will keep us appraised of new information regarding the Ethiopian military's operations and conduct in the Ogaden and how the United States is responding. -Vice President Joe Biden along with other Senators.   ""Ethiopia is using Aid as a Weapon of Oppression.""-BBC"	5000	1934	3066	https://petitions.whitehouse.gov/petition/please-hold-ethiopia-accountable-using-americas-aid-money-weapon-war-and-stop-genocide	30	Closed	1316720966	27	64	313	186	134	129	98	62	57	60	81	39	38	68	33	24	38	43	37	18	18	20	30	36	37	27	26	34	74	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1934
146	4e7b8ca62ee8d03b39000006	petition	Immediately disclose the government's knowledge of and communications with extraterrestrial beings	This Petition calls for the President to disclose to the American people the long withheld knowledge of government interactions with extraterrestrial beings and call for open Congressional hearings to allow the people to become aware of this subject through those whose voices have been silenced by unconstitutional secrecy oaths.  	5000	5390	0	https://petitions.whitehouse.gov/petition/immediately-disclose-governments-knowledge-and-communications-extraterrestrial-beings	30	Reviewed	1316720035	149	966	1178	586	297	248	160	130	101	77	88	87	102	97	95	64	58	76	85	52	46	32	46	38	37	60	84	47	44	32	19	21	15	16	40	6	11	20	18	18	22	11	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5390
151	4e7b8e4111fb9ca257000001	petition	Reform the coinage system.	"We believe that it would be in our economy's best interest to form a new coinage standard. This standard would consist of three coins. a ten-cent coin, a fifty-cent coin, and a one dollar coin. This standard would open up new efficiencies in both everyday economic life, and in government spending.  According to the US Mint, in 2010 a single one-cent coin cost 1.79 cents to produce and distribute. Minting 3,487 million pennies in 2010 cost the US taxpayer $27.5 million in order to subsidize the existence of the penny.  There is a similar situation with nickels. A single five-cent coin cost 9.16 cents to produce and distribute in 2010.  We waste valuable time handling coins that aren't worth much. Getting rid of these coins could save us up to $1 billion annually in lost opportunity costs."	5000	6149	0	https://petitions.whitehouse.gov/petition/reform-coinage-system	30	Reviewed	1316724310	4	260	2162	430	259	472	130	100	90	61	43	50	37	38	22	23	16	18	19	91	69	40	13	12	18	106	69	30	47	344	95	19	10	11	28	0	21	41	37	58	43	17	25	15	4	8	45	46	28	10	8	15	11	5	10	19	18	22	11	4	1	5757
156	4e7b94f111fb9ca85700000a	petition	Authorize and issue a Cold War Service Medal for all who served in the military during the Cold War.	"We feel a Cold War Service Medal should be issued to all who served in the military during the Cold War.  The American Cold War Veterans have long fought for recognition, respect; and equal treatment for all veterans. We have had past support in Congress, but have yet to see it come to fruition.   Many lives were lost during this struggle to contain Communism and keep the world free, on missions that still remain secret.   Brave and dedicated men and women who served with honor and distinction, have yet to be recognized.   Let our country now say Thank You Veterans. 2011 is the 20th anniversary of the end of the Cold War, it is time to issue a Cold War Medal.  President Obama, at least twice, said that a Cold War Victory Medal  should be issued. Please use an Executive Order if necessary."	5000	878	4122	https://petitions.whitehouse.gov/petition/authorize-and-issue-cold-war-service-medal-all-who-served-military-during-cold-war	30	Closed	1316727779	53	75	144	115	104	71	35	27	48	20	18	13	14	13	12	15	10	10	10	3	10	8	4	3	4	11	6	7	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	878
161	4e7b95e24bd504ee5f000004	petition	Repeal the Defense of Marriage Act.	"The Defense of Marriage Act bypasses the Constitution in making it so states do not need to recognize other state's marriages if those marriages are not between a man and a woman. This results in confusing legal issues when a gay couple moves from one state to another, as well as creating a definition of marriage that is bigoted against homosexual couples."	5000	14196	0	https://petitions.whitehouse.gov/petition/repeal-defense-marriage-act-0	30	Reviewed	1316722370	147	5877	1751	795	707	635	415	292	216	147	161	177	184	144	105	62	49	174	87	71	86	79	38	36	50	143	181	226	209	166	51	43	43	85	216	41	100	121	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14196
166	4e7b96024bd504e25f000001	petition	"protect consumers, create jobs and generate revenue by licensing and regulating online poker."	"Appropriate regulation of online poker will put the U.S. in charge of safeguarding responsible adult players, prevent underage participation and protect those with excessive gaming habits. The current, unregulated U.S. marketplace does not guarantee a single consumer protection.    U.S. regulation of this global industry will also mean the creation of American jobs and billions in new revenue without raising taxes.  Licensed U.S.-based horse race wagering sites have proven that online betting sites can be successfully regulated. It is time to allow online poker the same opportunity. "	5000	9849	0	https://petitions.whitehouse.gov/petition/protect-consumers-create-jobs-and-generate-revenue-licensing-and-regulating-online-poker	30	Reviewed	1316722512	2614	1330	675	538	951	712	327	213	174	84	107	169	72	60	40	19	21	40	56	143	63	32	19	13	11	39	35	30	26	29	11	15	8	15	29	6	17	22	17	20	37	5	9	8	6	8	26	17	8	5	1	3	1	4	11	7	9	8	5	7	1	8987
171	4e7b99054bd504ee5f000009	petition	"Edit the Pledge of Allegiance to remove the phrase ""Under God""."	"The Pledge of Allegiance is said every day in schools across America. It is a government sanctioned speech, and should remain neutral in matters of religion. In its current state, it supports the existence of God, which goes against several religions, and supports others. This bias should not be supported by the country according to the Establishment Clause of the First Amendment to the United States Constitution. "	5000	20447	0	https://petitions.whitehouse.gov/petition/edit-pledge-allegiance-remove-phrase-under-god	30	Reviewed	1316723197	7649	3441	1551	847	703	523	356	306	299	159	162	202	239	290	139	90	79	510	128	85	88	74	45	43	69	148	540	516	445	270	76	76	46	85	139	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20447
176	4e7b9cbaec309ec675000035	petition	US Citizenship for Amerasians from The Philippines and Japan	"President Barack Obama US Congress  ‰ÛÏGreetings,  There are more than 52,000 Amerasian children in The Philippines and Japan; these are children of American fathers.   Despite being born to American fathers, these children can‰Ûªt come to America and reunite with them, because of Public Law 97-359; Amerasians from these countries cannot take advantage of Public Law 97-359 or other existing provisions of law.   These children have American blood, they should be American citizens. I urge you to pass legislation to grant US citizenship to America‰Ûªs forgotten children from Japan and The Philippines.  This legislation would grant US citizenship to children born out of wedlock to American citizen fathers (mostly military men) with foreign women overseas.  "	5000	458	4542	https://petitions.whitehouse.gov/petition/us-citizenship-amerasians-philippines-and-japan	30	Closed	1316724205	29	5	11	19	6	2	6	1	6	1	1	1	2	1	3	2	0	0	1	0	0	0	0	1	2	83	92	73	74	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	458
181	4e7b9dd98d8c371865000006	petition	Re-establish and maintain the separation between investment banks and commercial banks.	"The Glass‰ÛÒSteagall Act kept our country depression free for over 70 years. By maintaining a separation between investment and banking, it allowed banks to effectively serve their clients needs, instead of their own.   It was not until 1999, and the creation of the Gramm‰ÛÒLeach‰ÛÒBliley Act, that the separation was broken. Within those 12 years, our country has experienced a dot-com bubble and a large financial crisis. Both of these situations where created by commercial banks investing their large quantities of consumer money into speculations. I urge you, President Barack Obama, to bring back sound investment to the United States by re-instating a separation between investment banks and banking. "	5000	24547	0	https://petitions.whitehouse.gov/petition/re-establish-and-maintain-separation-between-investment-banks-and-commercial-banks	30	Reviewed	1316724857	2	41	5	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	57	9258	4103	549	198	268	185	471	1036	148	243	332	272	420	257	108	130	72	66	135	273	122	63	51	27	26	30	48	92	163	67	119	67	66	1	19576
186	4e7ba04c8d8c37f764000004	petition	"Support H.R. 822, the National Right-to-Carry Reciprocity Act of 2011."	"To amend title 18, United States Code, to provide a national standard in   accordance with which nonresidents of a State may carry concealed firearms in  the other states  The overwhelming majority of individuals who exercise the right to carry firearms in their own States and other States have proven to be law-abiding, and such carrying has been demonstrated to provide crime prevention or crime resistance benefits for the licensees and for others.The Congress finds that preventing the lawful carrying of firearms by individuals who are traveling outside their home State interferes with the constitutional right of interstate travel, and harms interstate commerce.Among the purposes of this Act is the protection of the rights, privileges, and immunities guaranteed to a citizen of the U.S.A."	5000	3475	1525	https://petitions.whitehouse.gov/petition/support-hr-822-national-right-carry-reciprocity-act-2011	30	Closed	1316725472	2	1	23	247	569	476	300	158	197	93	109	102	67	97	54	59	48	47	30	93	94	64	44	93	79	67	58	41	85	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3475
191	4e7ba3744bd504e25f00001d	petition	review the cases of a select few warriors and give them clemency immediately! Change our ROE!	"We, the American people, want justice and fairness for our military who put their lives on the line for our freedom and for the safety of our Nation. Cases that need to be further reviewed and men who deserve their freedom for doing their jobs are:  Corey Clagett Michael Behenna Michael Leahy Evan Vela-Carnahan David Lawrence Derrick Miller John Hatley William Hunsaker Joseph Mayo Michael Williams Jesse Spielman Frank Wuterich Lawrence Hutchins **Cases currently ongoing** Michael Wagnon, Andrew Holmes, Adam Winfield, Calvin Gibbs. Political correctiness does not belong on the battlefield and our Rules of Engagement (ROE) are forcing our men and women to fight in a war with their hands tied behind their backs. Let them fight or bring them home! Change our ROE and release our warriors! "	5000	353	4647	https://petitions.whitehouse.gov/petition/review-cases-select-few-warriors-and-give-them-clemency-immediately-change-our-roe	30	Closed	1316726348	107	23	8	5	2	40	21	6	39	21	12	5	7	6	4	6	2	2	6	2	5	8	1	0	0	6	2	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	353
